time,low,high,open,close,volume
2021-10-29 00:01:00,60552.64,60751.32,60577.62,60722.65,43.81877504
2021-10-29 00:02:00,60615.48,60804.16,60721.59,60701.95,25.94147975
2021-10-29 00:03:00,60451.02,60722.95,60712.02,60476.71,18.32185186
2021-10-29 00:04:00,60413.96,60577.65,60466.92,60570.27,14.42261602
2021-10-29 00:05:00,60568.81,60774.94,60575.57,60731.1,14.22979804
2021-10-29 00:06:00,60683.69,60746.48,60731.11,60712.78,8.47246212
2021-10-29 00:07:00,60653.64,60726.49,60712.75,60684.28,16.73068546
2021-10-29 00:08:00,60620.8,60728.81,60684.28,60634.35,13.05292823
2021-10-29 00:09:00,60578.1,60671.47,60634.35,60610.3,8.71930789
2021-10-29 00:10:00,60563.75,60621.61,60613.49,60563.75,8.0665199
2021-10-29 00:11:00,60516.75,60568.85,60563.75,60547.29,5.75854598
2021-10-29 00:12:00,60491.93,60563.69,60556.18,60509.63,11.74161973
2021-10-29 00:13:00,60450.0,60514.55,60510.35,60450.01,5.52939718
2021-10-29 00:14:00,60395.36,60475.0,60450.01,60460.6,21.43033028
2021-10-29 00:15:00,60360.43,60465.6,60450.64,60406.62,12.0939938
2021-10-29 00:16:00,60188.73,60412.45,60407.82,60360.63,25.21567379
2021-10-29 00:17:00,60318.7,60612.37,60363.3,60560.62,15.92374821
2021-10-29 00:18:00,60447.08,60600.0,60553.4,60484.76,7.27668644
2021-10-29 00:19:00,60410.18,60562.2,60484.76,60444.51,9.86370995
2021-10-29 00:20:00,60428.18,60485.62,60451.52,60440.0,7.31122662
2021-10-29 00:21:00,60288.67,60447.6,60420.48,60307.03,11.20446992
2021-10-29 00:22:00,60302.71,60431.21,60302.71,60392.91,8.71645962
2021-10-29 00:23:00,60363.49,60429.07,60391.94,60412.51,9.12293613
2021-10-29 00:24:00,60350.44,60434.84,60411.54,60403.13,3.65867901
2021-10-29 00:25:00,60320.0,60446.8,60403.14,60356.93,8.20068107
2021-10-29 00:26:00,60319.25,60365.75,60346.21,60345.52,4.31379963
2021-10-29 00:27:00,60332.96,60428.28,60345.52,60414.73,9.59932298
2021-10-29 00:28:00,60385.14,60428.13,60417.66,60418.2,4.29272925
2021-10-29 00:29:00,60385.96,60468.01,60418.2,60393.74,5.80830458
2021-10-29 00:30:00,60374.62,60488.1,60393.74,60480.8,9.87590945
2021-10-29 00:31:00,60441.25,60499.97,60480.81,60485.6,4.20323386
2021-10-29 00:32:00,60436.58,60496.51,60485.6,60453.07,3.26607281
2021-10-29 00:33:00,60412.06,60457.58,60453.07,60418.46,9.25385706
2021-10-29 00:34:00,60383.2,60495.6,60415.3,60495.6,8.58166323
2021-10-29 00:35:00,60467.14,60561.79,60500.0,60554.25,6.89425812
2021-10-29 00:36:00,60546.0,60626.81,60552.31,60612.6,13.14038936
2021-10-29 00:37:00,60393.27,60622.51,60612.6,60504.1,19.64590064
2021-10-29 00:38:00,60487.49,60559.58,60504.1,60509.81,8.35477986
2021-10-29 00:39:00,60470.14,60579.04,60504.52,60546.8,8.28101624
2021-10-29 00:40:00,60512.94,60637.28,60537.04,60637.28,9.30765237
2021-10-29 00:41:00,60588.91,60697.56,60629.61,60643.28,14.08726306
2021-10-29 00:42:00,60609.46,60652.79,60636.86,60612.4,4.77617145
2021-10-29 00:43:00,60607.02,60644.95,60614.04,60628.27,4.24557384
2021-10-29 00:44:00,60610.29,60678.22,60631.74,60673.19,5.710263
2021-10-29 00:45:00,60629.98,60732.29,60673.95,60702.28,10.35766925
2021-10-29 00:46:00,60681.62,60780.0,60707.21,60745.37,14.26039807
2021-10-29 00:47:00,60745.37,60886.51,60745.37,60873.65,19.90723615
2021-10-29 00:48:00,60839.22,60994.84,60876.61,60988.09,28.59393299
2021-10-29 00:49:00,60912.29,61061.22,60982.45,61053.42,21.40929627
2021-10-29 00:50:00,60980.03,61095.59,61061.21,61015.07,17.43404309
2021-10-29 00:51:00,60962.93,61098.09,61011.17,61087.19,12.84892368
2021-10-29 00:52:00,61000.01,61096.4,61081.94,61020.28,14.36800252
2021-10-29 00:53:00,60999.46,61081.36,61020.29,61072.58,6.79375603
2021-10-29 00:54:00,60989.56,61074.59,61064.59,61042.06,10.19416871
2021-10-29 00:55:00,61003.61,61074.93,61044.47,61074.93,8.03063804
2021-10-29 00:56:00,61071.26,61165.66,61074.93,61101.31,17.04307945
2021-10-29 00:57:00,61092.23,61185.52,61104.89,61147.25,16.18370993
2021-10-29 00:58:00,61142.14,61250.0,61147.49,61218.6,26.25057176
2021-10-29 00:59:00,61208.74,61415.23,61225.19,61392.08,26.24929028
2021-10-29 01:00:00,61295.72,61430.14,61392.08,61363.4,11.33322543
2021-10-29 01:01:00,61350.57,61440.0,61363.98,61407.09,10.79851401
2021-10-29 01:02:00,61329.42,61445.9,61403.68,61440.27,15.90648011
2021-10-29 01:03:00,61357.21,61443.35,61437.26,61365.13,8.21032332
2021-10-29 01:04:00,61344.72,61382.27,61362.27,61349.76,5.20363135
2021-10-29 01:05:00,61345.77,61365.95,61349.76,61357.53,6.9245739
2021-10-29 01:06:00,61322.26,61365.92,61355.53,61345.89,19.4721691
2021-10-29 01:07:00,61300.28,61354.91,61346.5,61302.95,5.90405691
2021-10-29 01:08:00,61300.0,61400.0,61309.31,61389.88,8.19704162
2021-10-29 01:09:00,61285.69,61382.71,61382.71,61334.26,12.12072029
2021-10-29 01:10:00,61301.46,61365.28,61326.44,61312.13,10.04933278
2021-10-29 01:11:00,61309.7,61355.21,61313.73,61335.34,11.25919477
2021-10-29 01:12:00,61281.44,61350.0,61336.19,61287.91,16.04444112
2021-10-29 01:13:00,61281.18,61326.21,61285.07,61296.17,17.68591899
2021-10-29 01:14:00,61280.78,61306.78,61296.18,61294.68,10.49574881
2021-10-29 01:15:00,61264.59,61313.75,61289.73,61300.58,12.03965362
2021-10-29 01:16:00,61273.89,61315.0,61305.2,61304.7,11.77025257
2021-10-29 01:17:00,61304.7,61341.84,61304.71,61315.07,17.34208383
2021-10-29 01:18:00,61253.94,61324.85,61315.12,61262.01,11.79365675
2021-10-29 01:19:00,61257.89,61315.29,61262.0,61263.47,7.03013015
2021-10-29 01:20:00,61263.47,61323.25,61263.47,61308.31,10.37186495
2021-10-29 01:21:00,61301.75,61326.17,61309.47,61307.17,4.8763525
2021-10-29 01:22:00,61305.71,61340.0,61311.64,61335.0,6.62015973
2021-10-29 01:23:00,61312.08,61349.12,61335.0,61331.97,10.95557138
2021-10-29 01:24:00,61329.34,61427.0,61330.07,61427.0,12.82674542
2021-10-29 01:25:00,61426.96,61675.0,61426.99,61674.99,29.71673864
2021-10-29 01:26:00,61600.02,61841.71,61675.0,61806.68,30.2391889
2021-10-29 01:27:00,61809.8,61981.81,61809.8,61884.81,48.10780915
2021-10-29 01:28:00,61881.94,62082.93,61882.83,61968.99,53.98006049
2021-10-29 01:29:00,61944.7,62041.86,61968.99,61980.25,20.24629943
2021-10-29 01:30:00,61948.52,62016.47,61967.47,61998.4,21.71403587
2021-10-29 01:31:00,61945.22,62004.23,61994.66,61963.8,28.63186663
2021-10-29 01:32:00,61714.17,61975.0,61961.85,61914.26,38.78577553
2021-10-29 01:33:00,61819.8,61925.8,61921.53,61824.84,10.35267833
2021-10-29 01:34:00,61763.08,61848.53,61824.84,61780.5,9.09428009
2021-10-29 01:35:00,61706.74,61822.26,61780.5,61706.74,14.29572031
2021-10-29 01:36:00,61689.44,61751.44,61705.48,61701.21,10.09208375
2021-10-29 01:37:00,61672.87,61740.39,61707.42,61735.01,20.39832719
2021-10-29 01:38:00,61710.5,61759.85,61735.02,61736.67,9.84256822
2021-10-29 01:39:00,61688.16,61745.25,61741.07,61703.52,9.02688537
2021-10-29 01:40:00,61650.37,61703.53,61703.53,61659.2,9.00908669
2021-10-29 01:41:00,61608.33,61672.39,61661.88,61609.78,9.81019161
2021-10-29 01:42:00,61592.24,61664.07,61612.23,61649.29,11.24833357
2021-10-29 01:43:00,61594.73,61650.26,61641.18,61603.59,7.63102639
2021-10-29 01:44:00,61594.72,61650.31,61603.58,61601.06,10.34541019
2021-10-29 01:45:00,61587.29,61622.3,61603.16,61620.21,10.33055328
2021-10-29 01:46:00,61604.64,61641.42,61620.21,61606.43,9.09636738
2021-10-29 01:47:00,61576.84,61626.38,61606.44,61587.69,11.45347767
2021-10-29 01:48:00,61546.22,61624.73,61587.69,61610.92,8.66228092
2021-10-29 01:49:00,61608.3,61633.89,61615.48,61619.95,5.19152762
2021-10-29 01:50:00,61556.31,61622.63,61620.76,61557.08,4.59989241
2021-10-29 01:51:00,61494.39,61557.08,61555.82,61529.87,11.80375558
2021-10-29 01:52:00,61515.16,61536.18,61529.88,61523.31,4.95490909
2021-10-29 01:53:00,61488.14,61527.29,61520.99,61504.52,12.95054911
2021-10-29 01:54:00,61483.19,61509.96,61504.53,61485.99,6.52035028
2021-10-29 01:55:00,61483.16,61542.66,61485.98,61540.99,11.8942593
2021-10-29 01:56:00,61477.3,61537.33,61534.56,61489.36,4.98648517
2021-10-29 01:57:00,61454.85,61495.58,61489.36,61472.45,8.87868382
2021-10-29 01:58:00,61424.84,61487.0,61461.48,61487.0,9.81872312
2021-10-29 01:59:00,61400.01,61494.8,61486.99,61400.01,10.5540232
2021-10-29 02:00:00,61380.0,61490.16,61400.0,61483.27,10.89387266
2021-10-29 02:01:00,61441.12,61499.28,61478.72,61487.2,13.46454253
2021-10-29 02:02:00,61477.32,61607.72,61485.42,61607.72,13.22238985
2021-10-29 02:03:00,61583.96,61648.24,61607.73,61624.87,7.64685667
2021-10-29 02:04:00,61595.0,61650.0,61629.41,61642.78,11.75082282
2021-10-29 02:05:00,61615.5,61653.38,61642.78,61643.86,6.67134223
2021-10-29 02:06:00,61643.86,61706.15,61643.86,61686.14,10.85832955
2021-10-29 02:07:00,61666.06,61744.86,61682.29,61715.53,9.05981572
2021-10-29 02:08:00,61685.46,61752.85,61704.8,61700.0,14.8519393
2021-10-29 02:09:00,61679.92,61716.71,61698.8,61706.88,6.34858335
2021-10-29 02:10:00,61661.89,61725.25,61706.88,61695.73,8.769786
2021-10-29 02:11:00,61636.45,61703.36,61697.1,61664.94,8.28163374
2021-10-29 02:12:00,61625.36,61675.86,61664.24,61673.78,7.55907789
2021-10-29 02:13:00,61629.57,61673.78,61673.78,61638.41,7.35243633
2021-10-29 02:14:00,61625.42,61643.91,61640.14,61638.47,8.10631926
2021-10-29 02:15:00,61631.01,61682.61,61636.5,61656.7,13.93406825
2021-10-29 02:16:00,61555.02,61659.4,61659.4,61555.02,10.34059572
2021-10-29 02:17:00,61447.23,61562.32,61555.01,61531.56,12.01878459
2021-10-29 02:18:00,61527.81,61571.37,61538.8,61571.36,6.00762826
2021-10-29 02:19:00,61553.29,61568.28,61567.06,61559.69,4.91313002
2021-10-29 02:20:00,61528.91,61559.7,61559.7,61547.88,5.56485623
2021-10-29 02:21:00,61536.01,61573.16,61545.2,61542.09,6.91360399
2021-10-29 02:22:00,61527.8,61568.17,61543.61,61568.17,4.87962666
2021-10-29 02:23:00,61539.59,61583.26,61561.59,61549.83,8.94110819
2021-10-29 02:24:00,61541.18,61590.0,61550.72,61543.32,8.64272972
2021-10-29 02:25:00,61479.1,61548.79,61548.79,61496.6,10.81862991
2021-10-29 02:26:00,61473.08,61531.89,61493.08,61514.48,2.63286196
2021-10-29 02:27:00,61498.48,61549.81,61509.25,61544.95,3.81787638
2021-10-29 02:28:00,61535.02,61549.81,61546.25,61546.49,3.8219774
2021-10-29 02:29:00,61516.25,61547.02,61541.43,61519.96,3.6475895
2021-10-29 02:30:00,61449.0,61523.47,61519.96,61454.73,7.91420553
2021-10-29 02:31:00,61405.91,61457.25,61457.24,61419.11,10.98814992
2021-10-29 02:32:00,61366.3,61451.89,61419.11,61442.97,14.22063625
2021-10-29 02:33:00,61429.43,61494.46,61440.2,61461.53,8.2558448
2021-10-29 02:34:00,61435.71,61476.29,61459.68,61453.59,5.8070048
2021-10-29 02:35:00,61405.67,61459.96,61450.94,61412.82,11.1472492
2021-10-29 02:36:00,61391.99,61440.8,61414.38,61436.43,15.83522813
2021-10-29 02:37:00,61385.94,61440.9,61433.79,61398.12,6.96831232
2021-10-29 02:38:00,61380.0,61450.87,61397.53,61435.36,8.19676032
2021-10-29 02:39:00,61427.82,61467.28,61436.88,61427.83,6.68760392
2021-10-29 02:40:00,61418.45,61446.5,61431.65,61444.22,6.84735366
2021-10-29 02:41:00,61441.95,61465.6,61444.25,61452.62,5.69197504
2021-10-29 02:42:00,61433.57,61496.1,61452.54,61495.55,4.73534129
2021-10-29 02:43:00,61472.32,61514.87,61494.51,61507.45,4.47870874
2021-10-29 02:44:00,61485.54,61530.5,61507.65,61529.53,7.45481255
2021-10-29 02:45:00,61508.43,61536.79,61523.04,61536.79,4.82086565
2021-10-29 02:46:00,61507.8,61542.21,61542.21,61511.79,2.90406624
2021-10-29 02:47:00,61485.84,61528.02,61511.63,61485.84,3.56967465
2021-10-29 02:48:00,61479.92,61511.8,61488.55,61495.25,4.68106611
2021-10-29 02:49:00,61479.96,61495.25,61495.19,61488.28,5.31789547
2021-10-29 02:50:00,61447.84,61524.27,61495.15,61508.76,21.7366213
2021-10-29 02:51:00,61502.57,61522.11,61508.76,61515.76,3.32334434
2021-10-29 02:52:00,61502.28,61530.05,61515.76,61526.62,6.12882016
2021-10-29 02:53:00,61513.43,61560.15,61527.41,61556.26,4.38641916
2021-10-29 02:54:00,61550.73,61600.0,61550.73,61598.61,3.19842743
2021-10-29 02:55:00,61598.6,61623.84,61598.61,61616.38,3.50227488
2021-10-29 02:56:00,61618.33,61680.08,61618.33,61673.27,5.79048766
2021-10-29 02:57:00,61657.11,61680.05,61670.94,61669.33,7.94733683
2021-10-29 02:58:00,61644.0,61680.02,61669.33,61645.34,2.34167384
2021-10-29 02:59:00,61591.61,61652.06,61645.34,61604.57,6.8679885
2021-10-29 03:00:00,61604.5,61649.56,61604.57,61649.51,3.96668987
2021-10-29 03:01:00,61649.5,61681.09,61649.5,61665.24,2.20153936
2021-10-29 03:02:00,61603.45,61665.5,61665.24,61606.4,1.89804086
2021-10-29 03:03:00,61593.32,61611.45,61605.16,61596.48,2.27993567
2021-10-29 03:04:00,61546.11,61604.47,61596.47,61604.47,6.70259011
2021-10-29 03:05:00,61601.65,61699.11,61601.69,61693.13,6.3313654
2021-10-29 03:06:00,61685.54,61755.97,61693.12,61755.96,5.35203052
2021-10-29 03:07:00,61725.8,61759.33,61755.96,61725.8,3.6744093
2021-10-29 03:08:00,61662.31,61733.84,61731.48,61675.01,9.32229337
2021-10-29 03:09:00,61639.59,61683.88,61675.0,61646.3,7.43824153
2021-10-29 03:10:00,61614.11,61656.81,61646.3,61625.22,2.06919656
2021-10-29 03:11:00,61622.24,61646.3,61625.3,61646.29,5.21722774
2021-10-29 03:12:00,61614.11,61646.3,61646.28,61614.14,2.37004068
2021-10-29 03:13:00,61584.88,61628.99,61619.41,61591.31,6.26227911
2021-10-29 03:14:00,61585.09,61627.0,61588.52,61614.43,4.3873017
2021-10-29 03:15:00,61582.86,61633.9,61614.44,61582.86,4.81164275
2021-10-29 03:16:00,61554.0,61590.61,61588.66,61562.09,5.56159024
2021-10-29 03:17:00,61553.47,61593.93,61563.78,61589.65,4.45884477
2021-10-29 03:18:00,61581.3,61624.06,61589.65,61624.06,5.10529937
2021-10-29 03:19:00,61602.58,61650.07,61619.95,61608.43,3.82977178
2021-10-29 03:20:00,61595.18,61620.73,61608.44,61620.4,6.9029548
2021-10-29 03:21:00,61607.15,61646.97,61620.4,61612.92,4.3182743
2021-10-29 03:22:00,61609.37,61652.97,61615.28,61642.91,4.45726011
2021-10-29 03:23:00,61644.04,61676.41,61644.04,61668.3,6.52782665
2021-10-29 03:24:00,61668.3,61739.45,61672.47,61722.8,4.14373524
2021-10-29 03:25:00,61717.86,61776.62,61727.77,61769.76,7.40966438
2021-10-29 03:26:00,61691.52,61769.76,61769.75,61708.97,6.08458676
2021-10-29 03:27:00,61706.52,61744.86,61706.52,61738.18,3.54784555
2021-10-29 03:28:00,61738.8,61792.09,61738.81,61785.53,4.39408337
2021-10-29 03:29:00,61783.12,61856.35,61791.12,61856.35,15.4441583
2021-10-29 03:30:00,61749.03,61861.78,61856.14,61759.88,12.74307083
2021-10-29 03:31:00,61735.5,61776.16,61759.89,61743.25,8.33355435
2021-10-29 03:32:00,61700.14,61755.44,61741.45,61702.1,3.3795598
2021-10-29 03:33:00,61679.55,61712.68,61701.09,61686.54,8.9169573
2021-10-29 03:34:00,61633.44,61694.08,61686.54,61678.97,3.77529255
2021-10-29 03:35:00,61640.29,61687.51,61678.97,61653.78,3.82077685
2021-10-29 03:36:00,61653.78,61717.61,61653.79,61707.3,6.3655473
2021-10-29 03:37:00,61572.31,61716.83,61711.16,61618.32,15.02142331
2021-10-29 03:38:00,61593.22,61633.1,61617.91,61596.33,2.14203839
2021-10-29 03:39:00,61579.5,61627.75,61597.52,61592.76,4.26108149
2021-10-29 03:40:00,61570.56,61609.33,61593.98,61602.86,7.02213852
2021-10-29 03:41:00,61592.31,61636.35,61607.42,61609.4,6.48215328
2021-10-29 03:42:00,61606.56,61632.02,61607.55,61616.49,4.47478113
2021-10-29 03:43:00,61606.41,61624.55,61616.48,61609.38,2.15253548
2021-10-29 03:44:00,61608.59,61625.0,61609.37,61620.15,4.15456284
2021-10-29 03:45:00,61564.25,61620.15,61620.15,61584.96,7.07648769
2021-10-29 03:46:00,61570.04,61607.68,61584.48,61576.43,7.11686607
2021-10-29 03:47:00,61550.0,61587.12,61581.51,61553.14,5.66832739
2021-10-29 03:48:00,61548.93,61587.35,61553.15,61573.64,5.19258858
2021-10-29 03:49:00,61568.43,61610.0,61573.99,61577.63,3.11159565
2021-10-29 03:50:00,61574.99,61620.0,61576.12,61620.0,7.01794073
2021-10-29 03:51:00,61595.85,61634.01,61611.83,61634.01,4.82180104
2021-10-29 03:52:00,61630.0,61660.4,61634.01,61651.75,5.5489889
2021-10-29 03:53:00,61640.01,61658.36,61651.76,61654.63,8.17818414
2021-10-29 03:54:00,61650.06,61725.87,61654.62,61725.87,3.96616223
2021-10-29 03:55:00,61684.68,61735.05,61728.25,61704.41,11.94621207
2021-10-29 03:56:00,61704.4,61764.86,61704.41,61741.22,13.65308063
2021-10-29 03:57:00,61683.34,61740.99,61740.99,61685.33,4.41782918
2021-10-29 03:58:00,61655.4,61710.26,61685.33,61695.65,9.43261859
2021-10-29 03:59:00,61656.24,61698.07,61693.03,61665.11,7.16813981
2021-10-29 04:00:00,61658.65,61725.76,61665.1,61723.76,12.61182036
2021-10-29 04:01:00,61665.11,61729.48,61723.16,61671.95,10.39495127
2021-10-29 04:02:00,61635.15,61674.74,61674.74,61635.78,3.97160206
2021-10-29 04:03:00,61625.0,61646.68,61635.78,61630.67,4.556633
2021-10-29 04:04:00,61600.01,61630.82,61625.06,61617.94,4.81891372
2021-10-29 04:05:00,61548.56,61612.5,61612.5,61561.92,4.47476268
2021-10-29 04:06:00,61532.92,61581.1,61561.91,61572.79,4.70920467
2021-10-29 04:07:00,61568.68,61600.0,61570.81,61599.99,3.55886909
2021-10-29 04:08:00,61594.66,61623.98,61600.0,61613.98,3.4845048
2021-10-29 04:09:00,61577.21,61619.64,61613.97,61588.1,3.09303706
2021-10-29 04:10:00,61550.46,61630.24,61588.1,61576.06,9.31361548
2021-10-29 04:11:00,61568.79,61584.56,61577.63,61569.09,3.35585867
2021-10-29 04:12:00,61540.31,61569.15,61569.09,61540.86,3.49850988
2021-10-29 04:13:00,61540.85,61587.41,61540.86,61541.44,3.01264567
2021-10-29 04:14:00,61513.43,61542.24,61541.44,61517.82,3.77869326
2021-10-29 04:15:00,61515.1,61563.31,61522.93,61557.11,3.50636702
2021-10-29 04:16:00,61556.42,61586.4,61559.76,61563.22,6.79152857
2021-10-29 04:17:00,61561.98,61598.67,61562.42,61586.87,5.00232833
2021-10-29 04:18:00,61572.99,61599.94,61589.76,61579.05,2.35568184
2021-10-29 04:19:00,61542.66,61583.48,61579.06,61558.63,2.69945317
2021-10-29 04:20:00,61541.79,61572.66,61558.62,61562.63,4.31459957
2021-10-29 04:21:00,61555.07,61599.99,61561.28,61582.22,2.98431657
2021-10-29 04:22:00,61548.01,61584.25,61580.21,61580.26,2.48119955
2021-10-29 04:23:00,61579.85,61585.0,61580.25,61579.86,1.6362245
2021-10-29 04:24:00,61550.36,61579.86,61579.85,61576.16,3.09052455
2021-10-29 04:25:00,61563.51,61585.0,61576.17,61577.59,2.05612147
2021-10-29 04:26:00,61539.99,61580.38,61577.6,61541.94,3.45316788
2021-10-29 04:27:00,61539.99,61570.13,61550.69,61569.62,3.54059271
2021-10-29 04:28:00,61547.52,61570.13,61569.62,61549.2,1.32557456
2021-10-29 04:29:00,61505.93,61564.98,61551.9,61564.65,27.27309702
2021-10-29 04:30:00,61549.01,61585.0,61559.52,61557.35,1.82173376
2021-10-29 04:31:00,61520.37,61567.46,61557.36,61527.43,3.28406663
2021-10-29 04:32:00,61522.29,61541.63,61527.39,61532.18,1.62115684
2021-10-29 04:33:00,61486.75,61533.41,61530.7,61509.89,3.31441273
2021-10-29 04:34:00,61477.03,61516.68,61509.91,61490.18,1.49277982
2021-10-29 04:35:00,61401.55,61517.07,61490.19,61498.36,10.51394533
2021-10-29 04:36:00,61499.59,61638.59,61499.59,61632.8,8.54807892
2021-10-29 04:37:00,61563.77,61638.98,61628.73,61563.78,2.95607498
2021-10-29 04:38:00,61515.97,61565.99,61563.78,61516.67,2.63820937
2021-10-29 04:39:00,61494.51,61579.89,61516.67,61512.17,6.96418843
2021-10-29 04:40:00,61509.41,61554.6,61516.31,61538.02,4.40786124
2021-10-29 04:41:00,61501.43,61567.04,61538.92,61502.74,6.2907124
2021-10-29 04:42:00,61503.78,61554.85,61505.23,61522.22,4.3890862
2021-10-29 04:43:00,61478.92,61528.4,61522.18,61479.56,4.51055596
2021-10-29 04:44:00,61477.64,61513.01,61483.44,61510.98,3.32117303
2021-10-29 04:45:00,61420.76,61525.0,61511.56,61425.2,9.5193622
2021-10-29 04:46:00,61412.57,61457.58,61425.2,61429.59,3.31370392
2021-10-29 04:47:00,61425.65,61449.91,61427.35,61449.66,1.55105471
